1,516,990
2,19,990
3,134,2069
4,133,2069
5,623,3148
6,622,3148
7,1621,4227
8,1621,4227
9,3117,5306
10,3116,5306
11,2,5534
12,2,5534
13,4985,6386
14,4984,6386
15,16,6613
16,16,6613
17,6350,7465
18,6350,7465
19,55,7692
20,54,7692
21,6573,8544
22,6574,8544
23,147,8771
24,147,8771
25,6494,9623
26,6494,9623
27,289,9850
28,288,9850
29,5517,10702
30,5517,10702
31,422,10930
32,421,10930
33,2,11157
34,1,11157
35,4073,11781
36,4072,11781
37,549,12009
38,549,12009
39,5,12236
40,5,12236
41,2659,12860
42,2658,12860
43,587,13088
44,587,13088
45,5,13316
46,5,13316
47,1658,13939
48,1658,13939
49,525,14167
50,524,14167
51,14,14395
52,14,14395
53,887,15018
54,886,15018
55,462,15246
56,461,15246
57,17,15474
58,17,15474
59,468,16097
60,467,16097
61,340,16325
62,340,16325
63,28,16553
64,27,16553
65,205,17176
66,204,17176
67,226,17404
68,226,17404
69,28,17632
70,28,17632
71,96,18256
72,96,18256
73,123,18483
74,122,18483
75,29,18711
76,29,18711
77,39,19335
78,38,19335
79,75,19562
80,74,19562
81,21,19790
82,20,19790
83,1,20018
84,16,20414
85,16,20414
86,36,20642
87,36,20642
88,18,20869
89,17,20869
90,1,21097
91,6,21493
92,6,21493
93,21,21721
94,21,21721
95,9,21948
96,8,21948
97,1,22176
98,1,22176
99,1,22572
100,7,22800
101,6,22800
102,6,23027
103,5,23027
104,3,23255
105,2,23255
106,1,23651
107,3,23879
108,2,23879
109,3,24106
110,2,24106
111,1,24958
112,1,24958
113,1,25186
114,1,25186
115,1,25413
116,1,25809
117,1,26265
118,1,26265
119,288,27344
120,1,27344
