1,627,4188
2,1,4306
3,1,4316
4,1,4366
5,1,4406
6,1,4544
7,1,4554
8,1,4564
9,1,4584
10,5,4594
11,1,4613
12,1,4623
13,1,4633
14,3,4643
15,1,4653
16,2,4663
17,1,4673
18,1,4683
19,2,4693
20,1,4702
21,3,4722
22,11,4742
23,1,4752
24,1,4762
25,1,4772
26,1,4782
27,3,4792
28,4,4821
29,1,4831
30,1,4841
31,3,4851
32,1,4861
33,3,4871
34,2,4891
35,6,4900
36,3,4910
37,4,4920
38,2,4930
39,2,4940
40,5,4950
41,3,4970
42,2,4980
43,2,4990
44,4,5000
45,3,5009
46,9,5019
47,4,5029
48,3,5039
49,8,5049
50,1,5059
51,1,5069
52,5,5079
53,5,5089
54,7,5098
55,5,5108
56,5,5118
57,9,5128
58,7,5138
59,12,5148
60,5,5158
61,8,5168
62,10,5178
63,1,5188
64,13,5198
65,8,5207
66,4,5217
67,14,5227
68,5,5237
69,10,5247
70,6,5257
71,7,5267
72,17,5277
73,3,5287
74,11,5296
75,12,5306
76,3,5316
77,16,5326
78,5,5336
79,10,5346
80,14,5356
81,3,5366
82,13,5376
83,11,5386
84,6,5396
85,13,5405
86,5,5415
87,18,5425
88,13,5435
89,7,5445
90,21,5455
91,7,5465
92,16,5475
93,15,5485
94,5,5494
95,21,5504
96,14,5514
97,16,5524
98,17,5534
99,7,5544
100,27,5554
101,11,5564
102,17,5574
103,31,5584
104,9,5594
105,26,5603
106,11,5613
107,16,5623
108,22,5633
109,8,5643
110,23,5653
111,11,5663
112,13,5673
113,41,5683
114,18,5692
115,26,5702
116,24,5712
117,15,5722
118,36,5732
119,10,5742
120,20,5752
121,28,5762
122,9,5772
123,36,5782
124,14,5792
125,24,5801
126,35,5811
127,15,5821
128,54,5831
129,27,5841
130,20,5851
131,38,5861
132,8,5871
133,40,5881
134,35,5890
135,32,5900
136,42,5910
137,19,5920
138,41,5930
139,28,5940
140,17,5950
141,49,5960
142,20,5970
143,46,5980
144,55,5990
145,16,5999
146,51,6009
147,19,6019
148,49,6029
149,58,6039
150,30,6049
151,45,6059
152,25,6069
153,31,6079
154,60,6088
155,27,6098
156,57,6108
157,26,6118
158,30,6128
159,71,6138
160,25,6148
161,61,6158
162,45,6168
163,33,6178
164,70,6188
165,23,6197
166,57,6207
167,61,6217
168,28,6227
169,68,6237
170,28,6247
171,63,6257
172,52,6267
173,36,6277
174,69,6286
175,37,6296
176,56,6306
177,60,6316
178,25,6326
179,75,6336
180,49,6346
181,39,6356
182,90,6366
183,41,6376
184,87,6386
185,65,6395
186,48,6405
187,88,6415
188,41,6425
189,82,6435
190,76,6445
191,49,6455
192,92,6465
193,49,6475
194,77,6484
195,79,6494
196,43,6504
197,85,6514
198,61,6524
199,61,6534
200,100,6544
201,45,6554
202,125,6564
203,64,6574
204,56,6584
205,106,6593
206,59,6603
207,112,6613
208,102,6623
