1,16885,6970
2,1000,7078
3,4000,7088
4,1000,7128
5,2000,7158
6,2000,7197
7,4000,7207
8,4000,7237
9,5000,7247
10,3000,7276
11,5000,7286
12,9000,7316
13,5000,7326
14,2000,7356
15,9000,7366
16,5000,7395
17,10000,7405
18,1000,7425
19,5000,7435
20,15000,7445
21,3000,7465
22,16000,7474
23,18000,7484
24,3000,7504
25,9000,7514
26,32000,7524
27,3000,7544
28,27000,7554
29,18000,7564
30,8000,7583
31,27000,7593
32,30000,7603
33,8000,7623
34,38000,7633
35,25000,7643
36,8000,7663
37,51000,7672
38,33000,7682
39,1000,7692
40,13000,7702
41,44000,7712
42,39000,7722
43,17000,7742
44,60000,7752
45,55000,7762
46,17000,7781
47,71000,7791
48,63000,7801
49,34000,7821
50,92000,7831
51,62000,7841
52,2000,7851
53,50000,7861
54,91000,7870
55,46000,7880
56,10000,7890
57,38000,7900
58,119000,7910
59,64000,7920
60,3000,7930
61,50000,7940
62,128000,7950
63,71000,7960
64,9000,7970
65,70000,7979
66,154000,7989
67,73000,7999
68,12000,8009
69,99000,8019
70,155000,8029
71,67000,8039
72,29000,8049
73,118000,8059
74,156000,8068
75,73000,8078
76,18000,8088
77,150000,8098
78,199000,8108
79,84000,8118
80,30000,8128
81,141000,8138
82,215000,8148
83,93000,8158
84,30000,8168
85,183000,8177
86,254000,8187
87,68000,8197
88,51000,8207
89,219000,8217
90,248000,8227
91,76000,8237
92,58000,8247
93,253000,8257
94,235000,8266
95,71000,8276
96,79000,8286
97,268000,8296
98,274000,8306
99,70000,8316
100,89000,8326
101,325000,8336
102,256000,8346
103,96000,8356
104,138000,8366
105,335000,8375
106,284000,8385
107,81000,8395
108,174000,8405
109,376000,8415
110,278000,8425
111,76000,8435
112,169000,8445
113,415000,8455
114,287000,8464
115,84000,8474
116,210000,8484
117,446000,8494
118,277000,8504
119,98000,8514
120,283000,8524
121,473000,8534
122,298000,8544
123,117000,8554
124,284000,8564
125,501000,8573
126,309000,8583
127,116000,8593
128,374000,8603
129,514000,8613
130,260000,8623
131,161000,8633
132,343000,8643
133,554000,8653
134,280000,8662
135,160000,8672
136,423000,8682
137,570000,8692
138,290000,8702
139,162000,8712
140,491000,8722
141,578000,8732
142,236000,8742
143,185000,8752
144,554000,8762
145,584000,8771
146,234000,8781
147,247000,8791
148,560000,8801
149,589000,8811
150,229000,8821
151,258000,8831
152,619000,8841
153,589000,8851
154,226000,8860
155,317000,8870
156,646000,8880
157,546000,8890
158,239000,8900
159,325000,8910
160,701000,8920
161,553000,8930
162,194000,8940
163,383000,8950
164,720000,8960
165,548000,8969
166,250000,8979
167,396000,8989
168,712000,8999
169,520000,9009
170,244000,9019
171,460000,9029
172,736000,9039
173,488000,9049
174,228000,9058
175,489000,9068
176,727000,9078
177,433000,9088
178,244000,9098
179,543000,9108
180,745000,9118
181,393000,9128
182,288000,9138
183,570000,9148
184,700000,9158
185,448000,9167
