1,16603,6871
2,1000,6910
3,1000,6930
4,3000,6950
5,1000,6989
6,1000,7029
7,2000,7049
8,2000,7069
9,1000,7088
10,1000,7108
11,1000,7148
12,5000,7168
13,4000,7187
14,2000,7207
15,4000,7227
16,4000,7247
17,5000,7267
18,9000,7286
19,3000,7306
20,4000,7326
21,8000,7346
22,10000,7366
23,6000,7385
24,11000,7405
25,11000,7425
26,9000,7445
27,11000,7465
28,17000,7484
29,22000,7504
30,14000,7524
31,27000,7544
32,29000,7564
33,26000,7583
34,23000,7603
35,30000,7623
36,31000,7643
37,30000,7663
38,39000,7682
39,54000,7702
40,53000,7722
41,49000,7742
42,81000,7762
43,61000,7781
44,49000,7801
45,72000,7821
46,77000,7841
47,87000,7861
48,94000,7880
49,118000,7900
50,107000,7920
51,101000,7940
52,114000,7960
53,124000,7979
54,140000,7999
55,167000,8019
56,152000,8039
57,182000,8059
58,186000,8078
59,202000,8098
60,230000,8118
61,201000,8138
62,201000,8158
63,223000,8177
64,278000,8197
65,266000,8217
66,282000,8237
67,286000,8257
68,324000,8276
69,326000,8296
70,342000,8316
71,363000,8336
72,378000,8356
73,325000,8375
74,388000,8395
75,418000,8415
76,461000,8435
77,437000,8455
78,487000,8474
79,522000,8494
80,490000,8514
81,515000,8534
82,544000,8554
83,577000,8573
84,593000,8593
85,599000,8613
86,614000,8633
87,642000,8653
88,636000,8672
89,689000,8692
90,680000,8712
91,756000,8732
92,708000,8752
93,708000,8771
94,740000,8791
95,750000,8811
96,835000,8831
97,815000,8851
98,855000,8870
99,821000,8890
100,824000,8910
101,853000,8930
102,850000,8950
103,882000,8969
104,830000,8989
105,919000,9009
106,954000,9029
107,986000,9049
108,954000,9068
109,964000,9088
110,927000,9108
111,971000,9128
112,1015000,9148
113,1028000,9167
114,1009000,9187
115,1023000,9207
116,988000,9227
117,1043000,9247
118,1024000,9266
119,967000,9286
120,1066000,9306
121,1042000,9326
122,1006000,9346
123,992000,9365
124,1015000,9385
125,990000,9405
126,1043000,9425
127,1047000,9445
128,1037000,9464
129,999000,9484
130,1027000,9504
131,1072217,9524
132,985000,9544
133,972000,9563
134,1011000,9583
135,954000,9603
136,986000,9623
137,1000000,9643
138,974000,9662
139,974000,9682
140,897000,9702
141,899000,9722
142,902000,9742
143,891000,9761
144,855000,9781
145,843000,9801
146,876000,9821
147,815000,9841
148,864000,9860
149,798000,9880
150,808000,9900
151,747000,9920
152,823000,9940
153,778000,9959
154,748000,9979
155,734000,9999
156,739000,10019
157,759000,10039
158,725000,10058
159,708000,10078
160,631000,10098
161,622000,10118
162,643000,10138
163,629000,10157
164,591000,10177
165,556000,10197
166,571000,10217
167,567000,10237
168,564000,10256
169,536000,10276
170,504000,10296
171,508000,10316
172,498000,10336
173,496000,10355
174,443000,10375
175,471000,10395
176,406000,10415
177,428000,10435
178,446000,10454
179,410000,10474
180,407000,10494
181,402000,10514
182,369000,10534
183,341000,10553
184,378000,10573
185,358000,10593
186,322000,10613
187,275000,10633
188,291000,10652
189,318000,10672
190,298000,10692
191,279000,10712
192,266000,10732
193,244000,10751
194,270000,10771
195,228000,10791
196,247000,10811
197,222000,10831
198,218000,10850
199,209000,10870
200,206000,10890
201,192000,10910
202,161000,10930
203,163000,10949
204,173000,10969
205,155000,10989
206,163000,11009
207,136000,11029
208,132000,11048
209,139000,11068
210,115000,11088
211,126000,11108
212,114000,11128
213,119000,11147
214,112000,11167
215,133000,11187
216,99000,11207
217,105000,11227
218,92000,11246
219,114000,11266
220,96000,11286
221,68000,11306
222,74000,11326
223,80000,11345
224,75000,11365
225,93000,11385
226,64000,11405
227,63000,11425
228,65000,11444
229,67000,11464
230,59000,11484
231,54000,11504
232,74000,11524
233,47000,11543
234,44000,11563
235,42000,11583
236,45000,11603
237,34000,11623
238,37000,11642
239,54000,11662
240,35000,11682
241,32000,11702
242,36000,11722
243,33000,11741
244,42000,11761
245,36000,11781
246,40000,11801
247,38000,11821
248,30000,11840
249,28000,11860
250,27000,11880
251,29000,11900
252,41000,11920
253,31000,11939
254,31000,11959
255,27000,11979
256,26000,11999
257,22000,12019
258,27000,12038
259,14000,12058
260,30000,12078
261,15000,12098
262,15000,12118
263,23000,12137
264,12000,12157
265,12000,12177
266,20000,12197
267,17000,12217
268,9000,12236
269,13000,12256
270,4000,12276
271,6000,12296
272,12000,12316
273,20000,12335
274,6000,12355
275,10000,12375
276,9000,12395
277,8000,12415
278,19000,12434
279,11000,12454
280,9000,12474
281,7000,12494
282,10000,12514
283,5000,12533
284,8000,12553
285,9000,12573
286,9000,12593
287,9000,12613
288,4000,12632
289,10000,12652
290,5000,12672
291,4000,12692
292,5000,12712
293,7000,12731
294,5000,12751
295,9000,12771
296,6000,12791
297,1000,12811
298,8000,12830
299,3000,12850
300,7000,12870
301,7000,12890
302,2000,12929
303,7000,12949
304,5000,12969
305,1000,12989
306,4000,13009
307,3000,13028
308,1000,13048
309,3000,13068
310,1000,13088
311,2000,13108
312,3000,13127
313,2000,13147
314,1000,13167
315,2000,13187
316,4000,13207
317,1000,13226
318,6000,13246
319,6000,13266
320,4000,13286
321,1000,13306
322,2000,13345
323,2000,13365
324,1000,13385
325,5000,13405
326,1000,13424
327,4000,13464
328,1000,13484
329,2000,13504
330,1000,13523
331,2000,13583
332,1000,13622
333,4000,13642
334,1000,13682
335,2000,13781
336,1000,13840
337,3000,13919
338,1000,14058
339,1000,14078
340,1000,14137
341,1000,14296
342,1000,14335
343,2185,217800
