1,6992,7702
2,1000,7781
3,1000,7791
4,1000,7801
5,1000,7811
6,1000,7821
7,1000,7831
8,2000,7851
9,1000,7861
10,2000,7880
11,3000,7890
12,3000,7910
13,3000,7920
14,1000,7930
15,3000,7940
16,9000,7950
17,4000,7970
18,6000,7979
19,4000,7989
20,6000,7999
21,10000,8009
22,3000,8019
23,12000,8029
24,10000,8039
25,2000,8049
26,16000,8059
27,25000,8068
28,5000,8078
29,19000,8088
30,22000,8098
31,6000,8108
32,20000,8118
33,36000,8128
34,14000,8138
35,28000,8148
36,35000,8158
37,26000,8168
38,36000,8177
39,46000,8187
40,34000,8197
41,39000,8207
42,58000,8217
43,52000,8227
44,52000,8237
45,70000,8247
46,39000,8257
47,65000,8266
48,101000,8276
49,53000,8286
50,60000,8296
51,93000,8306
52,68000,8316
53,66000,8326
54,101000,8336
55,65000,8346
56,111000,8356
57,134000,8366
58,89000,8375
59,99000,8385
60,158000,8395
61,137000,8405
62,114000,8415
63,162000,8425
64,121000,8435
65,125000,8445
66,173000,8455
67,181000,8464
68,145000,8474
69,185000,8484
70,208000,8494
71,169000,8504
72,227000,8514
73,222000,8524
74,173000,8534
75,236000,8544
76,232000,8554
77,195000,8564
78,296000,8573
79,273000,8583
80,248000,8593
81,302000,8603
82,275000,8613
83,233000,8623
84,297000,8633
85,322000,8643
86,256000,8653
87,349000,8662
88,354000,8672
89,285000,8682
90,331000,8692
91,350000,8702
92,312000,8712
93,386000,8722
94,373000,8732
95,361000,8742
96,371000,8752
97,459000,8762
98,323000,8771
99,382000,8781
100,432000,8791
101,382000,8801
102,393000,8811
103,508000,8821
104,395000,8831
105,407000,8841
106,539000,8851
107,417000,8860
108,454000,8870
109,485000,8880
110,467000,8890
111,465000,8900
112,546000,8910
113,457000,8920
114,461000,8930
115,563000,8940
116,523000,8950
117,492000,8960
118,568000,8969
119,511000,8979
120,497000,8989
121,594000,8999
122,538000,9009
123,480000,9019
124,590000,9029
125,601000,9039
126,511000,9049
127,608000,9058
128,606000,9068
129,545000,9078
130,632000,9088
131,596000,9098
132,574000,9108
133,600000,9118
134,634000,9128
135,579000,9138
136,590000,9148
137,640000,9158
138,546000,9167
139,584000,9177
140,690229,9187
141,542000,9197
142,619000,9207
143,664000,9217
144,576000,9227
145,648000,9237
146,651000,9247
147,606000,9256
148,604000,9266
149,659000,9276
150,619000,9286
151,594000,9296
152,690214,9306
153,663000,9316
154,613000,9326
155,690220,9336
156,624000,9346
157,606000,9356
158,655000,9365
159,601000,9375
160,626000,9385
161,641000,9395
162,638000,9405
163,565000,9415
164,670000,9425
165,590000,9435
166,553000,9445
167,642000,9454
168,609000,9464
169,564000,9474
170,593000,9484
171,595000,9494
172,544000,9504
173,571000,9514
174,616000,9524
175,590000,9534
176,652000,9544
177,606000,9554
178,559000,9563
179,596000,9573
180,615000,9583
181,574000,9593
182,575000,9603
183,589000,9613
184,555000,9623
185,593000,9633
186,586000,9643
187,514000,9652
188,542000,9662
189,574000,9672
190,519000,9682
191,561000,9692
192,626000,9702
193,483000,9712
194,547000,9722
195,529000,9732
196,497000,9742
197,513000,9752
198,543000,9761
199,471000,9771
200,468000,9781
201,505000,9791
202,503000,9801
203,522000,9811
204,496000,9821
205,440000,9831
206,463000,9841
207,505000,9850
208,478000,9860
209,511000,9870
210,453000,9880
211,445000,9890
212,422000,9900
213,474000,9910
214,457000,9920
215,390000,9930
216,402000,9940
217,389000,9950
218,413000,9959
219,424000,9969
220,376000,9979
221,404000,9989
222,384000,9999
223,399000,10009
224,387000,10019
225,367000,10029
226,355000,10039
227,361000,10048
228,394000,10058
229,358000,10068
230,329000,10078
231,370000,10088
232,360000,10098
233,311000,10108
234,337000,10118
235,327000,10128
236,315000,10138
237,320000,10148
238,311000,10157
239,282000,10167
240,314000,10177
241,313000,10187
242,264000,10197
243,292000,10207
244,323000,10217
245,256000,10227
246,291000,10237
247,281000,10246
248,261000,10256
249,244000,10266
250,266000,10276
251,238000,10286
252,239000,10296
253,230000,10306
254,223000,10316
255,210000,10326
256,211000,10336
257,208000,10346
258,248000,10355
259,211000,10365
260,214000,10375
261,209000,10385
262,222000,10395
263,202000,10405
264,214000,10415
265,215000,10425
266,198000,10435
267,153000,10444
268,193000,10454
269,189000,10464
270,166000,10474
271,169000,10484
272,176000,10494
273,180000,10504
274,173000,10514
275,159000,10524
276,150000,10534
277,163000,10544
278,163000,10553
279,137000,10563
280,175000,10573
281,168000,10583
282,141000,10593
283,122000,10603
284,140000,10613
285,115000,10623
286,131000,10633
287,140000,10642
288,122000,10652
289,122000,10662
290,118000,10672
291,106000,10682
292,113000,10692
293,115000,10702
294,98000,10712
295,106000,10722
296,105000,10732
297,89000,10742
298,107000,10751
299,93000,10761
300,103000,10771
301,86000,10781
302,88000,10791
303,96000,10801
304,86000,10811
305,84000,10821
306,90000,10831
307,74000,10840
308,77000,10850
309,62000,10860
310,83000,10870
311,64000,10880
312,72000,10890
313,70000,10900
314,56000,10910
315,59000,10920
316,66000,10930
317,64000,10940
318,72000,10949
319,64000,10959
320,67000,10969
321,72000,10979
322,56000,10989
323,55000,10999
324,60000,11009
325,51000,11019
326,56000,11029
327,65000,11038
328,47000,11048
329,57000,11058
330,36000,11068
331,39000,11078
332,52000,11088
333,41000,11098
334,35000,11108
335,41000,11118
336,39000,11128
337,46000,11138
338,40000,11147
339,29000,11157
340,30000,11167
341,40000,11177
342,33000,11187
343,25000,11197
344,38000,11207
345,39000,11217
346,39000,11227
347,18000,11236
348,33000,11246
349,22000,11256
350,30000,11266
351,30000,11276
352,29000,11286
353,24000,11296
354,20000,11306
355,25000,11316
356,34000,11326
357,25000,11336
358,28000,11345
359,24000,11355
360,21000,11365
361,20000,11375
362,17000,11385
363,21000,11395
364,14000,11405
365,15000,11415
366,15000,11425
367,15000,11434
368,28000,11444
369,18000,11454
370,17000,11464
371,15000,11474
372,27000,11484
373,8000,11494
374,18000,11504
375,12000,11514
376,16000,11524
377,10000,11534
378,13000,11543
379,12000,11553
380,16000,11563
381,15000,11573
382,13000,11583
383,14000,11593
384,10000,11603
385,9000,11613
386,9000,11623
387,6000,11632
388,15000,11642
389,11000,11652
390,9000,11662
391,7000,11672
392,4000,11682
393,7000,11692
394,8000,11702
395,4000,11712
396,2000,11722
397,7000,11732
398,9000,11741
399,10000,11751
400,6000,11761
401,5000,11771
402,5000,11781
403,4000,11791
404,2000,11801
405,7000,11811
406,6000,11821
407,4000,11830
408,3000,11840
409,2000,11850
410,5000,11860
411,7000,11870
412,3000,11880
413,2000,11890
414,3000,11900
415,4000,11910
416,5000,11920
417,3000,11939
418,2000,11949
419,4000,11959
420,2000,11969
421,1000,11979
422,1000,11989
423,1000,11999
424,2000,12009
425,2000,12019
426,1000,12028
427,2000,12038
428,5000,12048
429,3000,12058
430,2000,12068
431,2000,12088
432,4000,12098
433,1000,12137
434,2000,12157
435,4000,12167
436,2000,12187
437,1000,12207
438,3000,12217
439,2000,12226
440,1000,12246
441,1000,12256
442,3000,12276
443,2000,12296
444,1000,12306
445,2000,12316
446,1000,12335
447,3000,12355
448,1000,12365
449,3000,12375
450,3000,12415
451,2000,12434
452,1000,12444
453,1000,12504
454,1000,12553
455,1000,12603
456,1000,12613
457,1000,12692
458,1000,12741
459,1000,12771
460,1000,12850
461,2000,13098
462,1000,13197
463,4350,55440
